一夜成名天下知	一举成名天下知
故意毁坏财务罪	故意毁坏财物罪
令人崇敬	令人起敬
任务工作	党务工作
两人说话	看人说话
塔分上下	不分上下
宇宙射線	宇宙射线
一百一十多	一百二十多
牛气十足	神气十足
随意一搜	随意一瞥
淡定自如	淡定自若
目标过大	目标远大
开阔大道	开元大道
融入寻常百姓家	飞入寻常百姓家
騰空而起	腾空而起
相生相合	相生相成
科技发布	科技发明
虎父无犬女	虎父无犬子
陷入困惑	陷入困境
黄昏一代	黄金一代
安心经营	苦心经营
有害物質	有害物质
才弱敌强	以弱敌强
间接控股	间接控制
十天之后	十天之内
無愧于心	无愧于心
一见所有	一无所有
伤亡事件	伤亡事故
企業年金	企业年金
过年过年	过年过节
一股婴儿	一股脑儿
敲到好处	恰到好处
主动请愿	主动请缨
仔细查验	仔细查看
富贵而已	富贵而骄
中华大道	成华大道
红花墨叶	红花黑叶
不降返升	不降反升
刻意将之	刻意为之
推出速度	排出速度
文件使用	软件使用
同比分別	同比分别
过于完美	趋于完美
一整天下	一统天下
全面结合	点面结合
发动机将	发动机厂
一笑视之	一笑了之
一方不能	一定不能
满国风雨	满城风雨
全优全能	全知全能
四届全国人大	十届全国人大
富而不贵	富而不骄
金山说道	金山大道
医饱口福	一饱口福
融为一身	融为一体
一笔一高	一笔一画
皮夹大衣	皮草大衣
九种方法	各种方法
救急不救	救急不救穷
金黄灿烂	金光灿烂
陆续报道	连续报道
首都十大	首都师大
备而不审	备而不用
一直不适	一直不变
南昌公安	西昌公安
嗜钓如命	嗜钱如命
披衣而起	振衣而起
从毁灭性	柴毁灭性
战鹰不断	战火不断
忘形之举	忘形之交
而慢吞吞	慢慢吞吞
大气侵蚀	天气侵蚀
不能变差	不能出差
同地同向	同心同向
战机制造	飞机制造
求新求异	求新立异
民生大數	民生大计
满口否认	矢口否认
提供协助	提供援助
回归文体	回归文本
升降机于	升降机井
物管方式	物理方式
一定要逛	一定要拍
理由当然	理固当然
第十四名	二十四名
小手牽大手	小手牵大手
国际台联	国际足联
遣词达意	遣词造意
黨和人民	党和人民
堆成一片	哭成一片
以身说法	以身试法
据有法律效力	具有法律效力
得不食言	绝不食言
领袖品牌	领导品牌
大力弘揚	大力弘扬
事业无成	学业无成
作案方式	作战方式
千万富婆	百万富婆
众人羡慕	令人羡慕
中国之外	中国之声
造成系统	不成系统
敢说敢言	敢怒敢言
恶习难改	积习难改
一针见效	一针见血
个代表队	各代表队
中心房产	中信房产
不管不问	不管不顾
民声民生	民计民生
祖宗八代	祖宗三代
任何世界	成何世界
创作方案	创作方法
面向全行	面向全体
颇具盛名	颇负盛名
万能基因	功能基因
柔情似说	柔情似水
霸气凌人	盛气凌人
经纪研究中心	经济研究中心
一下移动	上下移动
非常之少	非常之谋
中瓷电子	中国电子
规则次序	规则程序
先来报到	先来后到
一百八十名	一百八十度
茫然不识	茫然不知
虾香四溢	清香四溢
高高耸起	高高隆起
异常之大	非常之大
前面文章	表面文章
出门如果	出门如宾
开拓进度	开拓进取
有人成事	因人成事
用地开辟	天地开辟
卓达集团	恒达集团
天降大雪	天降瑞雪
传家之物	传家之宝
竟无一人	阒无一人
级西北风	喝西北风
清白如玉	洁白如玉
程本效率	成本效率
商业大潮	商业大道
混沌未分	混沌不分
仙女散花	天女散花
高出几倍	高出一倍
全国一卷	全国一致
毋临渴而掘井	勿临渴而掘井
购买非法	购买方法
三姑六姨	三姑六婆
详细察看	仔细察看
神来之际	神来之笔
亲临其景	亲临其境
以中为主	以我为主
天道好轮	天道好还
持有争议	持有异议
抗原能力	抗变能力
三十周岁	三十九岁
收寄信息	收集信息
不能同过	不能通过
精神懒散	精神涣散
因果關系	因果关系
领会青年	社会青年
竟能如此	竟然如此
一部电影	四部电影
基本陳列	基本陈列
不能保研	不能保持
要尽心力	竭尽心力
根据盘面	根据盘互
平安大连	平安大厦
五年之内	五年之后
一问到底	一战到底
莫里斯柱	莫里斯著
共创共赢	共存共赢
文有兴趣	饶有兴趣
度身定做	量身定做
一车一票	一车一档
使用翻译	实用翻译
一定要找	一定要拍
安危无恙	安然无恙
栖息之所	安息之所
英格蘭足球	英格兰足球
头目昡晕	头目眩晕
下有一家	只有一家
三两成群	三五成群
实施进行	实施进度
远赴重洋	远涉重洋
细心谨慎	小心谨慎
初三毕业生	初中毕业生
传播方法	传播方式
悦大酒店	海大酒店
事业上同	事业不同
粗制濫造	粗制滥造
古城之野	古城之夜
调到最低	降到最低
见者惊为鬼神	见者惊犹鬼神
就能出现	不能出现
首位工程	单位工程
难以追回	难以挽回
一定要入	一定要拍
浑身没力	浑身无力
聰明智慧	聪明智慧
一人一卡	一人一档
项有不同	大有不同
惊人之后	惊人之举
军事联系	军事关系
冰山一般	冰山一角
鸡争虎斗	鸡争鹅斗
车辆运载	车辆荷载
解碼芯片	解码芯片
参加机关	参透机关
庸碌之辈	碌碌之辈
成为夫妻	结为夫妻
众所共享	众所共知
舍卒保车	丢卒保车
好不好吃	好吃好吃
中国田径	中国田协
十足干劲	鼓足干劲
立不住脚	站不住脚
不知其善	不知其二
执古御今	酌古御今
最后拉个	最后一个
而不容易	真不容易
松弛有度	张弛有度
也不能避免	总不能避免
卾尔多斯	鄂尔多斯
急中之急	急人之急
父母都爱	父母之爱
惊险万分	惊恐万分
两个包子	两个房子
一家老式	一家老小
一百二十年	一百二十行
维持原型	维持原状
阳春布泽	阳春布德泽
成一股绳	拧成一股绳
爱满天下	名满天下
一岁三丸	一岁三迁
睁眼瞎站	睁眼瞎子
自信自觉	自动自觉
越来越长	越来越水
华福酒店	华天酒店
现场督察	现场视察
上下抖动	上下浮动
一种成功	一举成功
报备方式	报名方式
寿终告寝	寿终正寝
门户开设	门户开放
工业投资	兴业投资
怼人不倦	诲人不倦
中融国际	中铁国际
食品加工及	食品加工厂
婶不可忍	痛不可忍
令人难解	令人费解
埋头苦思	埋头苦干
送考上门	送货上门
不能强国	不能强制
令人不忘	令人难忘
两个卷积	两个面积
既能保持	不能保持
最后一话	最后一根
上下货等	上下有等
金融精品	金蓉精品
从容自保	从容自如
荣列榜单	荣登榜单
不可置否	不可置疑
又红又肿	又红又专
不能落下	不能落后
车辆竟载	车辆荷载
适当对冲	适当其冲
上海十大	上海师大
乌黑瘴气	乌烟瘴气
海底捞将	海底捞月
中国火箭	中国火炮
最后一趟	最后一根
一点不像	一点不差
只打雷不下雨	干打雷不下雨
一直不大	一直不变
一场大病	一场大梦
两个例子	两个房子
既便如此	即便如此
让不识字	目不识字
多年不曾	多年不遇
测序方法	测量方法
中国养生	中国先生
但求无祸	但求无过
破题之年	破瓜之年
仍然如此	果然如此
开辟网店	开设网店
振兴科技	方兴科技
地下矿藏	地下矿仓
说明一点	聪明一点
乘势而来	乘兴而来
花得其所	不得其所
一分不差	一分之差
十一点二	点一点二
引向主体	面向主体
高光部分	高音部分
疗法选择	方法选择
利用规划	使用规划
鸣枪开赛	鸣锣开赛
名门世园	名门世族
大量土鸡	大量土地
充满投机	充满生机
中国人事	中国人大
中国之花	中国之声
使用方会	使用方法
泛泛解读	泛泛而读
便下决心	痛下决心
三天晒鱼	三天打鱼
百态人生	百态横生
科学技术创	科学技术类
热气升腾	热气腾腾
千福之家	千金之家
烧饼充饥	画饼充饥
真心容易	真不容易
颇为壮观	蔚为壮观
惊才艳艳	惊才绝艳
个人检测	个人监测
滴水成湖	滴水成河
顶不过去	说不过去
战国晚期	战国时期
山高水荡	山高水低
多数支持	多方支持
西南电力	西藏电力
步步高将	步步高升
拜亲访友	走亲访友
频谱使用	频率使用
一些不会	一定不会
不出出现	不能出现
不得章法	不得其法
识遍天下	走遍天下
向不合理	合不合理
鸡毛毯子	鸡毛掸子
投资者心里	投资者心理
建設者和	建设者和
柞木家具	红木家具
指纹信息	指标信息
编码方式	编码方法
中国卖星	中国双星
正乐呵呵	乐乐呵呵
深入調查	深入调查
木叶青黄	木叶半青黄
八月十八	八月十八潮
跌到最低	降到最低
三人相见	仇人相见
自体肾移植	自体骨移植
土鸡和狗	土鸡瓦狗
各种各玩	各种各样
最新特展	最新进展
六十多岁	六十几岁
四个关系	三个关系
煸土豆丝	熘土豆丝
大牛脾气	大发脾气
远远不象	远远不够
一步之差	一步之遥
二氯化铂	二氯化锆
影视剧本及	影视剧本集
人不研究	人大研究
用尽全部	用尽全力
壶身之间	转身之间
平等互助	平等互惠
标准高度	标准温度
招架不起	招架不住
宗面积达	总面积达
热汗淋漓	大汗淋漓
错情通报	敌情通报
清查方式	筛查方式
上桥派出所	厂桥派出所
颠仆不破	颠扑不破
防制工作	防治工作
一定要决	一定要拍
严厉惩处	严加惩处
政之所向	心之所向
一定不忘	一定不移
放到后边	放到嘴边
两权分置	三权分置
一定要高	一定要拍
不会出错	不能出错
计算机协	计算机网
横空直撞	横行直撞
流星飞溅	流星飞电
公元六十七年	公元六四七年
高歌奋进	高歌猛进
屁事不知	问事不知
单一通道	单向通道
打点一切	打倒一切
和谐共处	和平共处
但机动车	旧机动车
加大建设	人大建设
只去一家	只此一家
家庭创伤	家庭创业
觉大多数人	绝大多数人
快速干且	快速干道
绿鬓成霜	潘鬓成霜
实施进口	实施进度
人见人躲	人见人爱
以身护法	以身试法
只跑一趟	白跑一趟
只有把握	更有把握
有偿方式	补偿方式
冻得发紫	红得发紫
天气变凉	天气变化
朝夕相伴	朝夕相处
也有精彩	各有精彩
一韵到底	一酷到底
自由中国	自由王国
许多之前	许多年前
阴阳不和	阴阳调和
别人说做	别人说话
致命攻击	致命一击
设计原型	设计造型
感情误事	感情用事
晓之以情	动之以情
轻生父母	亲生父母
屡通外国	里通外国
风雨共生	风雨共舟
亭台桥阁	亭台楼阁
发动机为	发动机舱
互助互进	互助互爱
凌云同志	凌云之志
分文未得	分文未取
井壁取芯	井壁取心
凯旋大道	凯旋大厦
虽被后世	泽被后世
精神不断	精神不散
历史以来	有史以来
八级证书	入级证书
以矛刺地	以锥刺地
也过半百	年过半百
令人惊悚	令人惊骇
试验方案	试验方法
越高越好	越小越好
全黨同志	全党同志
怪兽之王	百兽之王
太康盛世	太平盛世
整地保护	接地保护
瓜瓞延绵	瓜瓞绵绵
何以如此	何必如此
变化巨大	变化不大
濛江派出所	清江派出所
神鼻鬼眼	神眉鬼眼
根深固柢	根深固本
二百八名	二十八名
三十九军	三十九岁
考公务员	报考公务员
河湖公园	芜湖公园
最感兴趣	颇感兴趣
今年以來	今年以来
建成投產	建成投产
一幅中国	一个中国
皮肤细腻	肌肤细腻
很有意味	很有趣味
共同繁榮	共同繁荣
一家下属	一家眷属
基本解放	基本解决
起火燃燒	起火燃烧
印度洋及	印度洋鲚
侵入骨髓	深入骨髓
党群工作	党务工作
水火共济	水火相济
宜居乐业	安居乐业
奋力争先	奋勇争先
封面文章	表面文章
直刺云霄	直入云霄
眉毛之间	眉睫之间
一年祈福	新年祈福
上下一番	上下一心
无辣不欢	无色不欢
居民儲蓄	居民储蓄
新城大黄	新城大厦
信息化發展	信息化发展
仁义为先	以义为先
清明开河	清明上河
大肆张扬	大肆宣扬
水源不断	源源不断
平方英呎	平方英尺
赫然出现	赫然耸现
展示方法	显示方法
进程再度	进程调度
随同一家	情同一家
温州大道	温州大厦
温柔动人	温柔可人
敢打敢冲	敢打敢拼
新园派出所	松园派出所
衣食住用	衣食住行
不对之处	不便之处
鹰派人士	鹰派人物
摇头摆手	摇头摆尾
攻击防卫	攻击防御
真情所感	真情实感
前后夹着	前后夹攻
